"","us-bibliographic-data-grant.publication-reference1","us-bibliographic-data-grant.publication-reference2","us-bibliographic-data-grant.publication-reference3","us-bibliographic-data-grant.publication-reference4","us-bibliographic-data-grant.application-reference1","us-bibliographic-data-grant.application-reference2","us-bibliographic-data-grant.application-reference3","us-bibliographic-data-grant.application-reference..attrs.appl-type","us-bibliographic-data-grant.us-application-series-code","us-bibliographic-data-grant.us-term-of-grant.length-of-grant","us-bibliographic-data-grant.classification-locarno.edition","us-bibliographic-data-grant.classification-locarno.main-classification","us-bibliographic-data-grant.classification-national.country","us-bibliographic-data-grant.classification-national.main-classification","us-bibliographic-data-grant.invention-title.text","us-bibliographic-data-grant.invention-title..attrs.id","us-bibliographic-data-grant.number-of-claims","us-bibliographic-data-grant.us-exemplary-claim","us-bibliographic-data-grant.figures.number-of-drawing-sheets","us-bibliographic-data-grant.figures.number-of-figures","us-bibliographic-data-grant.us-parties.us-applicants.address.city","us-bibliographic-data-grant.us-parties.us-applicants.address.country","us-bibliographic-data-grant.us-parties.us-applicants.country","us-bibliographic-data-grant.us-parties.us-applicants.sequence","us-bibliographic-data-grant.us-parties.us-applicants.app-type","us-bibliographic-data-grant.us-parties.us-applicants.designation","us-bibliographic-data-grant.us-parties.inventors1","us-bibliographic-data-grant.us-parties.inventors2","us-bibliographic-data-grant.us-parties.inventors.city","us-bibliographic-data-grant.us-parties.inventors.country","us-bibliographic-data-grant.us-parties.inventors.sequence","us-bibliographic-data-grant.us-parties.inventors.designation","drawings..attrs.id","description..attrs.id","us-claim-statement","claims1","claims.id","claims.num","claims..attrs.id",".attrs.lang",".attrs.dtd-version",".attrs.file",".attrs.status",".attrs.id",".attrs.country",".attrs.date-produced",".attrs.date-publ"
"xml","US","D0786993","S1","20170516","US","29560224","20160404","design","29","15","10","2102","US","D21759","Golf club head","d2e53","1","1","4","8","Carlsbad","US","US","001","applicant","us-only","Tang","Larry","Carlsbad","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a golf club head, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786993-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786994","S1","20170516","US","29556359","20160229","design","29","15","10","2102","US","D21760","Self-balancing two-wheeled board","d2e53","1","1","6","7","Cerritos","US","US","001","applicant","us-only","Chen","Robert","Cerritos","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a self-balancing two-wheeled board, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786994-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786995","S1","20170516","US","29557562","20160310","design","29","15","10","2102","US","D21760","Human-machine interaction vehicle","d2e53","1","1","8","8","Hangzhou","CN","CN","001","applicant","us-only","Ying","Jiawei","Hangzhou","CN","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a human-machine interaction vehicle, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786995-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786996","S1","20170516","US","29564384","20160512","design","29","15","10","2102","US","D21788","Tackling dummy","d2e53","1","1","4","6","Central","US","US","001","applicant","us-only","Sarkees","Martin","Central","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for the tackling dummy, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786996-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786997","S1","20170516","US","29544608","20151104","design","29","15","10","2102","US","D21797","Trampoline exercise apparatus","d2e53","1","1","10","10","Irvine","US","US","001","applicant","us-only","Gaut","Eddie Emanuel","Irvine","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a trampoline exercise apparatus, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786997-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786998","S1","20170516","US","29527541","20150520","design","29","15","10","2102","US","D21803","Flotation device for chest cooler","d2e53","1","1","5","6","Rosanky","US","US","001","applicant","us-only","Frerich","Doyle","Rosanky","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a flotation device for chest cooler, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786998-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786999","S1","20170516","US","29515760","20150127","design","29","14","10","2103","US","D21811","Play equipment","d2e71","1","1","7","7","Izumisano, Osaka Prefecture","JP","JP","001","applicant","us-only","Ochi","Yasushi","Izumisano","JP","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for play equipment, as shown.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786999-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0787000","S1","20170516","US","29515761","20150127","design","29","14","10","2103","US","D21811","Play equipment","d2e73","1","1","7","7","Izumisano, Osaka Prefecture","JP","JP","001","applicant","us-only","Ochi","Yasushi","Izumisano","JP","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for play equipment, as shown.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0787000-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0787001","S1","20170516","US","29515758","20150127","design","29","14","10","2103","US","D21814","Play equipment","d2e71","1","1","7","7","Izumisano, Osaka Prefecture","JP","JP","001","applicant","us-only","Ochi","Yasushi","Izumisano","JP","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for play equipment, as shown.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0787001-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0787002","S1","20170516","US","29510475","20141128","design","29","14","10","2201","US","D22108","Attachment for a firearm","d2e71","1","1","22","22","Taumarunui","NZ","NZ","001","applicant-inventor","us-only","Hawkins","Robert Craig","Taumarunui","NZ","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for an attachment for a firearm, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0787002-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0787003","S1","20170516","US","29551009","20160108","design","29","15","10","2201","US","D22108","Handguard","d2e53","1","1","5","8","Stafford","US","US","001","applicant","us-only","Spector","David Morris","Missouri City","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a handguard, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0787003-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0787004","S1","20170516","US","29551011","20160108","design","29","15","10","2201","US","D22108","Handguard assembly","d2e53","1","1","5","8","Stafford","US","US","001","applicant","us-only","Spector","David Morris","Missouri City","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a handguard assembly, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0787004-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0787005","S1","20170516","US","29551847","20160118","design","29","15","10","2201","US","D22108","Firearm upper receiver","d2e53","1","1","8","9","Phoenix","US","US","001","applicant","us-only","Capps","John","Maricopa","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design of a firearm upper receiver, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0787005-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0787006","S1","20170516","US","29551878","20160118","design","29","15","10","2201","US","D22108","Cylinder release button for a revolver","d2e53","1","1","8","8","Yonkers","US","US","001","applicant","us-only","Sapio","Daniel Edward","Mount Vernon","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a cylinder release button for a revolver, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0787006-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0787007","S1","20170516","US","29554488","20160211","design","29","15","10","2201","US","D22110","Scope mount","d2e53","1","1","6","7","Salt Lake City","US","US","001","applicant","us-only","Maughn","Jason S.","Taylorsville","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for the scope mount, as shown and described herein.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0787007-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0787008","S1","20170516","US","29531633","20150629","design","29","15","10","2204","US","D22113","Shooting target","d2e53","1","1","5","6","Somerset","US","US","001","applicant","us-only","Hale","David","Somerset","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a shooting target, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0787008-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0787009","S1","20170516","US","29548790","20151216","design","29","15","10","2204","US","D22113","Target stand holder","d2e53","1","1","8","9","Lincolnton","US","US","001","applicant","us-only","Carpenter","Tyler K.","Lincolnton","US","001","us-only","DRAWINGS","description","CLAIM","I claim the ornamental design for a target stand holder, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0787009-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0787010","S1","20170516","US","29549275","20151221","design","29","15","10","2204","US","D22113","Shooting target holder","d2e53","1","1","5","5","Irvine","US","US","001","applicant","us-only","Krasnov","Sergey","Irvine","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a shooting target holder, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0787010-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0787011","S1","20170516","US","29553773","20160204","design","29","15","10","2206","US","D22123","Vacuum zapper","d2e71","1","1","7","7","Hong Kong","CN","CN","001","applicant","us-only","Zhang","Jian","Nanjing","CN","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a “vacuum zapper,” as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0787011-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0787012","S1","20170516","US","29561808","20160420","design","29","15","10","2205","US","D22131","Fishing lure","d2e53","1","1","4","7","Helsinki","FI","FI","001","applicant","us-only","Niemela","Heikki","Vaaksy","FI","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a fishing lure, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0787012-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0787013","S1","20170516","US","29562486","20160426","design","29","15","10","2205","US","D22149","Fishing pliers","d2e53","1","1","5","7","Helsinki","FI","FI","001","applicant","us-only","Gibson","Stephen","Columbia","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for fishing pliers, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0787013-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0787014","S1","20170516","US","29562489","20160426","design","29","15","10","2205","US","D22149","Fishing pliers","d2e53","1","1","5","7","Helsinki","FI","FI","001","applicant","us-only","Gibson","Stephen","Columbia","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a fishing pliers, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0787014-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0787015","S1","20170516","US","29562499","20160426","design","29","15","10","2205","US","D22149","Fishing pliers","d2e53","1","1","5","7","Helsinki","FI","FI","001","applicant","us-only","Gibson","Stephen","Columbia","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for fishing pliers, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0787015-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0787016","S1","20170516","US","29555769","20160224","design","29","15","10","2301","US","D23228","Shower assembly","d2e53","1","1","5","7","City of Industry","US","US","001","applicant","us-only","Tseng","Dan","City of Industry","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a shower assembly, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0787016-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0787017","S1","20170516","US","29555770","20160224","design","29","15","10","2301","US","D23228","Shower assembly","d2e53","1","1","5","7","City of Industry","US","US","001","applicant","us-only","Tseng","Dan","City of Industry","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a shower assembly, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0787017-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0787018","S1","20170516","US","29555771","20160224","design","29","15","10","2301","US","D23228","Shower assembly","d2e53","1","1","5","7","City of Industry","US","US","001","applicant","us-only","Tseng","Dan","City of Industry","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a shower assembly, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0787018-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0787019","S1","20170516","US","29544421","20151103","design","29","15","10","2301","US","D23238","Mixing tap","d2e71","1","1","14","14","Oberderdingen","DE","DE","001","applicant","us-only","Ziemann","Brigitte","Eppingen","DE","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a “mixing tap,” as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0787019-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0787020","S1","20170516","US","29553100","20160128","design","29","15","10","2301","US","D23238","Mixing tap","d2e71","1","1","7","7","Oberderdingen","DE","DE","001","applicant","us-only","Ziemann","Brigitte","Eppingen","DE","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a “mixing tap,” as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0787020-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0787021","S1","20170516","US","29532956","20150713","design","29","15","10","2301","US","D23254","Lever handle inlaid with semiprecious stones or gems on top with brass base","d2e53","1","1","6","6","Del Azcapotzalco, México, D.F.","MX","MX","001","applicant","us-only","Lopez","Arturo Villalobos","Mexico","MX","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a lever handle inlaid with semiprecious stones or gems on top with brass base, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0787021-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0787022","S1","20170516","US","29533002","20150713","design","29","15","10","2301","US","D23254","Lever handle inlaid with semiprecious stones or gems on top with brass base","d2e71","1","1","6","6","Del. Azcapotzalco, México, D.F.","MX","MX","001","applicant","us-only","Lopez","Arturo Villalobos","Mexico","MX","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a lever handle inlaid with semiprecious stones or gems on top with brass base, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0787022-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
